rat,rsrp,rsrq,snr,pci,deltaTcpKernelLossRate,deltaDnsRttAvg,deltaTcpKernelRttAvg,dlRateBps,ulRateBps,retans,totalretrans,unacked,retransmit,lostCount,avgRttVar,minRtt,avgRtt,isVedioDataStall,isVideoFront
20.0,-119.0,-13.0,2.0,0.0,0.0,-1.0,-8.0,125.0,30.0,0.0,0.0,0.0,0.0,0.0,1180012.0,12041.0,1109969.0,1.0,0.0
20.0,-119.0,-13.0,2.0,0.0,0.0,1.0,41.0,114.0,27.0,0.0,6.0,4.0,0.0,0.0,1193154.0,15949.0,1151064.0,1.0,0.0
20.0,-111.0,-11.0,9.0,0.0,0.0,-1.0,-1.0,109.0,23.0,0.0,0.0,0.0,0.0,0.0,1157681.0,12185.0,1118626.0,1.0,0.0
20.0,-105.0,-11.0,13.0,0.0,0.0,-1.0,-1.0,134.0,17.0,0.0,0.0,1.0,0.0,0.0,1154287.0,11860.0,1106373.0,1.0,0.0
20.0,-92.0,-11.0,22.0,0.0,0.0,2.0,-1.0,110.0,17.0,0.0,0.0,1.0,0.0,0.0,1154541.0,11860.0,1102532.0,1.0,0.0
20.0,-82.0,-11.0,32.0,0.0,0.0,-1.0,83.0,117.0,19.0,0.0,0.0,0.0,0.0,0.0,1051678.0,11860.0,935975.0,1.0,0.0
20.0,-82.0,-11.0,32.0,0.0,0.0,16.0,-51.0,109.0,21.0,0.0,0.0,1.0,0.0,0.0,1002637.0,11860.0,884276.0,1.0,0.0
20.0,-82.0,-11.0,32.0,0.0,0.0,-1.0,-1.0,117.0,19.0,0.0,0.0,0.0,0.0,0.0,1000583.0,11860.0,883151.0,1.0,0.0
20.0,-82.0,-11.0,32.0,0.0,0.0,-1.0,-1.0,128.0,17.0,0.0,0.0,0.0,0.0,0.0,999652.0,11860.0,882451.0,1.0,1.0
20.0,-79.0,-11.0,23.0,0.0,0.0,-1.0,-2.0,717.0,22.0,0.0,0.0,0.0,0.0,0.0,56422.0,14219.0,75477.0,1.0,0.0
20.0,-79.0,-11.0,23.0,0.0,0.0,38.0,-1.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,51495.0,14219.0,71309.0,1.0,0.0
20.0,-79.0,-11.0,23.0,0.0,0.0,1.0,-5.0,347.0,20.0,0.0,0.0,0.0,0.0,0.0,42691.0,14219.0,65587.0,1.0,1.0
20.0,-79.0,-11.0,23.0,0.0,0.0,9.0,-1.0,461.0,10.0,0.0,0.0,4.0,0.0,0.0,42571.0,14219.0,65510.0,1.0,1.0
20.0,-79.0,-11.0,23.0,0.0,0.0,16.0,0.0,405.0,18.0,0.0,0.0,1.0,0.0,0.0,38879.0,14219.0,62464.0,1.0,1.0
20.0,-91.0,-11.0,24.0,1.0,0.0,3.0,140.0,405.0,18.0,0.0,13.0,0.0,0.0,0.0,10530.0,14635.0,34686.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,1.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,10807.0,14635.0,35719.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,0.0,0.0,124.0,7.0,0.0,0.0,0.0,0.0,0.0,10634.0,14635.0,35663.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,0.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,11010.0,14635.0,36020.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,0.0,-1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,11738.0,14095.0,36361.0,1.0,1.0
20.0,-91.0,-11.0,24.0,1.0,0.0,-1.0,-1.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,12214.0,14095.0,36807.0,1.0,1.0
20.0,-91.0,-11.0,24.0,1.0,0.0,68.0,-1.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,11725.0,14095.0,36863.0,1.0,1.0
13.0,-109.0,-14.0,10.0,1.0,-8.0,-1.0,-1.0,3.0,5.0,1.0,4.0,2.0,2.0,2.0,13752.0,14095.0,38782.0,1.0,1.0
13.0,-109.0,-14.0,10.0,1.0,28.0,0.0,-7.0,2.0,4.0,9.0,26.0,15.0,20.0,15.0,59017.0,47207.0,46245.0,1.0,1.0
13.0,-109.0,-14.0,10.0,0.0,14.0,2.0,-1.0,1.0,3.0,4.0,5.0,14.0,15.0,9.0,76089.0,43000.0,44148.0,1.0,1.0
13.0,-109.0,-14.0,10.0,1.0,-40.0,-1.0,-28.0,0.0,3.0,2.0,10.0,10.0,2.0,7.0,171385.0,26075.0,188475.0,1.0,1.0
13.0,-109.0,-14.0,10.0,0.0,-16.0,1.0,-1.0,1.0,3.0,3.0,5.0,9.0,4.0,8.0,143423.0,14095.0,272459.0,1.0,1.0
13.0,-109.0,-14.0,10.0,0.0,-4.0,-1.0,-1.0,9.0,3.0,1.0,7.0,8.0,2.0,6.0,139512.0,14095.0,235091.0,1.0,1.0
13.0,-109.0,-14.0,10.0,0.0,4.0,0.0,0.0,29.0,4.0,1.0,4.0,8.0,3.0,7.0,150787.0,43000.0,235638.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,-233.0,-1.0,-1.0,71.0,3.0,0.0,0.0,0.0,0.0,0.0,122403.0,14095.0,237903.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,0.0,2526.0,12.0,24.0,5.0,0.0,3.0,14.0,0.0,0.0,158108.0,14095.0,289148.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,-85.0,-1.0,-17.0,49.0,6.0,2.0,10.0,9.0,3.0,6.0,322468.0,14095.0,501509.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,-1.0,2048.0,-93.0,32.0,3.0,3.0,5.0,15.0,5.0,7.0,227734.0,21917.0,313623.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,1.0,0.0,-1.0,62.0,7.0,4.0,13.0,13.0,8.0,10.0,281231.0,14095.0,373802.0,1.0,1.0
13.0,-98.0,-6.0,23.0,1.0,-1.0,-1.0,-40.0,91.0,5.0,5.0,11.0,15.0,10.0,12.0,265994.0,56687.0,291989.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,3.0,-1.0,-46.0,2.0,2.0,3.0,4.0,8.0,3.0,8.0,377627.0,14095.0,431212.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,50.0,-1.0,-35.0,1.0,2.0,4.0,3.0,14.0,0.0,11.0,367282.0,56687.0,395708.0,1.0,1.0
13.0,-98.0,-6.0,23.0,0.0,133.0,-1.0,-1.0,1.0,3.0,3.0,9.0,11.0,1.0,7.0,441363.0,21917.0,428528.0,0.0,1.0
13.0,-98.0,-6.0,23.0,1.0,12.0,-1.0,100.0,2.0,4.0,6.0,12.0,17.0,4.0,10.0,446156.0,14095.0,529137.0,0.0,1.0
13.0,-98.0,-6.0,23.0,0.0,-66.0,774.0,-13.0,4.0,5.0,2.0,10.0,17.0,0.0,2.0,402257.0,56687.0,432423.0,0.0,1.0
13.0,-98.0,-6.0,23.0,0.0,-22.0,-1.0,-28.0,2.0,4.0,4.0,9.0,11.0,6.0,6.0,342730.0,-1.0,461277.0,0.0,1.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,89.0,10.0,1.0,5.0,1.0,7.0,1.0,92403.0,11408.0,77252.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,104.0,7.0,1.0,0.0,1.0,7.0,1.0,88372.0,11408.0,77057.0,1.0,0.0
13.0,-84.0,-8.0,26.0,1.0,8.0,-1.0,-3.0,85.0,7.0,0.0,1.0,1.0,0.0,0.0,83098.0,11408.0,80850.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,97.0,7.0,0.0,0.0,0.0,0.0,0.0,83115.0,11408.0,80441.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,125.0,9.0,0.0,0.0,0.0,0.0,0.0,82565.0,11408.0,80548.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,105.0,8.0,0.0,0.0,0.0,0.0,0.0,81840.0,11408.0,80393.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,126.0,7.0,0.0,0.0,0.0,0.0,0.0,82021.0,11408.0,81046.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,144.0,7.0,0.0,0.0,1.0,0.0,0.0,82294.0,11408.0,81501.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,119.0,7.0,0.0,0.0,1.0,0.0,0.0,84741.0,11408.0,82867.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,-1.0,-1.0,116.0,7.0,0.0,0.0,0.0,0.0,0.0,80639.0,11408.0,81399.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,0.0,33.0,-1.0,82.0,10.0,0.0,0.0,0.0,0.0,0.0,76795.0,11408.0,80361.0,1.0,0.0
13.0,-84.0,-8.0,26.0,0.0,-3.0,0.0,-2.0,95.0,6.0,1.0,2.0,1.0,2.0,1.0,83432.0,11408.0,77719.0,1.0,0.0
13.0,-92.0,-11.0,20.0,1.0,0.0,-1.0,-1.0,62.0,7.0,1.0,4.0,1.0,5.0,1.0,80012.0,11408.0,77489.0,1.0,0.0
13.0,-92.0,-11.0,20.0,0.0,0.0,1.0,-1.0,66.0,8.0,1.0,1.0,1.0,6.0,1.0,79600.0,11408.0,77969.0,1.0,0.0
13.0,-92.0,-11.0,20.0,0.0,0.0,-1.0,-1.0,61.0,6.0,1.0,1.0,1.0,7.0,1.0,88015.0,11408.0,82143.0,1.0,0.0
20.0,-102.0,-11.0,16.0,1.0,0.0,-1.0,-1.0,61.0,11.0,1.0,6.0,2.0,7.0,1.0,90351.0,11408.0,82222.0,1.0,0.0
20.0,-102.0,-11.0,16.0,0.0,0.0,14.0,-1.0,68.0,7.0,1.0,4.0,1.0,2.0,1.0,88616.0,11408.0,80927.0,1.0,0.0
20.0,-102.0,-11.0,16.0,0.0,0.0,-1.0,-1.0,97.0,7.0,1.0,5.0,1.0,5.0,1.0,88189.0,11408.0,80702.0,1.0,0.0
20.0,-102.0,-11.0,16.0,0.0,0.0,-1.0,-1.0,119.0,9.0,1.0,1.0,1.0,6.0,1.0,87857.0,11408.0,79340.0,1.0,0.0
20.0,-102.0,-11.0,16.0,0.0,-1.0,-1.0,-1.0,122.0,9.0,1.0,1.0,1.0,7.0,1.0,87469.0,11408.0,78759.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,-1.0,-1.0,123.0,10.0,1.0,0.0,1.0,7.0,1.0,87248.0,11408.0,78698.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,-1.0,-1.0,146.0,9.0,1.0,2.0,1.0,2.0,1.0,82627.0,11408.0,74600.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,-1.0,0.0,127.0,8.0,1.0,5.0,1.0,5.0,1.0,85420.0,11408.0,75339.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,-1.0,-1.0,127.0,7.0,1.0,1.0,1.0,6.0,1.0,85574.0,11408.0,75604.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,55.0,-2.0,145.0,8.0,1.0,2.0,1.0,7.0,1.0,78624.0,11408.0,70982.0,1.0,0.0
20.0,-85.0,-11.0,33.0,0.0,0.0,-1.0,-1.0,111.0,10.0,1.0,1.0,1.0,7.0,1.0,78706.0,11408.0,70917.0,1.0,0.0
20.0,-93.0,-11.0,30.0,0.0,-4.0,11.0,0.0,118.0,10.0,0.0,0.0,2.0,0.0,0.0,66968.0,11408.0,70657.0,1.0,0.0
20.0,-93.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,383.0,18.0,0.0,0.0,0.0,0.0,0.0,67103.0,11408.0,71028.0,1.0,0.0
20.0,-93.0,-11.0,30.0,1.0,0.0,0.0,0.0,129.0,10.0,0.0,2.0,0.0,0.0,0.0,68689.0,11408.0,71629.0,1.0,0.0
20.0,-93.0,-11.0,30.0,0.0,0.0,12.0,-1.0,125.0,8.0,0.0,1.0,0.0,0.0,0.0,68449.0,11408.0,71555.0,1.0,0.0
20.0,-93.0,-11.0,30.0,1.0,17.0,-1.0,-1.0,69.0,11.0,1.0,3.0,6.0,1.0,4.0,69587.0,11408.0,72369.0,1.0,0.0
13.0,-105.0,-9.0,20.0,1.0,0.0,1735.0,-1.0,71.0,11.0,0.0,5.0,0.0,0.0,0.0,42682.0,33.0,70212.0,1.0,1.0
13.0,-105.0,-9.0,20.0,0.0,0.0,30.0,-1.0,78.0,3.0,0.0,0.0,0.0,0.0,0.0,40863.0,33.0,69591.0,1.0,1.0
13.0,-105.0,-9.0,20.0,0.0,0.0,23.0,1.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0,41588.0,33.0,67340.0,1.0,1.0
13.0,-99.0,-5.0,23.0,0.0,0.0,1614.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,41795.0,33.0,67712.0,1.0,1.0
13.0,-99.0,-5.0,23.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43474.0,33.0,68812.0,1.0,1.0
13.0,-99.0,-5.0,23.0,0.0,0.0,20.0,-1.0,219.0,11.0,0.0,8.0,0.0,0.0,0.0,40888.0,33.0,71686.0,1.0,0.0
13.0,-85.0,-6.0,25.0,0.0,0.0,-1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,43122.0,33.0,73552.0,1.0,0.0
13.0,-85.0,-6.0,25.0,0.0,0.0,78.0,-1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,41188.0,33.0,69888.0,1.0,0.0
13.0,-85.0,-6.0,25.0,0.0,0.0,-1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,41935.0,33.0,70859.0,1.0,0.0
13.0,-85.0,-6.0,25.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42517.0,33.0,71665.0,1.0,0.0
13.0,-85.0,-6.0,25.0,0.0,0.0,-1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,36907.0,33.0,67227.0,1.0,0.0
13.0,-92.0,-5.0,24.0,0.0,0.0,-1.0,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,37321.0,33.0,67678.0,1.0,0.0
13.0,-92.0,-5.0,24.0,0.0,0.0,-1.0,-1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,39535.0,33.0,72344.0,1.0,0.0
13.0,-92.0,-5.0,24.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39654.0,33.0,71903.0,1.0,0.0
13.0,-92.0,-5.0,24.0,0.0,3.0,-1.0,16.0,2.0,3.0,1.0,7.0,4.0,1.0,1.0,76186.0,33.0,136372.0,1.0,0.0
13.0,-92.0,-5.0,24.0,1.0,200.0,-1.0,-1.0,98.0,7.0,1.0,6.0,17.0,2.0,11.0,89140.0,33.0,158558.0,1.0,0.0
13.0,-105.0,-4.0,12.0,1.0,100.0,-1.0,-59.0,2.0,3.0,3.0,8.0,11.0,3.0,2.0,152035.0,33.0,277341.0,1.0,1.0
20.0,-92.0,-11.0,9.0,1.0,-1.0,16.0,50.0,384.0,19.0,0.0,1.0,0.0,0.0,0.0,140882.0,33.0,176143.0,1.0,1.0
20.0,-92.0,-11.0,9.0,1.0,0.0,41.0,-3.0,114.0,11.0,0.0,0.0,0.0,0.0,0.0,146914.0,33.0,182524.0,1.0,1.0
20.0,-92.0,-11.0,9.0,0.0,0.0,29.0,-7.0,1715.0,30.0,0.0,0.0,0.0,0.0,0.0,125302.0,33.0,161018.0,1.0,0.0
20.0,-92.0,-11.0,9.0,0.0,0.0,-1.0,-9.0,102.0,12.0,0.0,0.0,0.0,0.0,0.0,99605.0,33.0,141744.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100581.0,33.0,142503.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64461.0,33.0,75383.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64461.0,33.0,75383.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63237.0,33.0,74363.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,663.0,14.0,0.0,0.0,0.0,0.0,0.0,57454.0,33.0,71283.0,1.0,0.0
20.0,-81.0,-11.0,30.0,0.0,0.0,40.0,-5.0,575.0,7.0,0.0,0.0,0.0,0.0,0.0,51736.0,33.0,66265.0,0.0,1.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,0.0,190.0,12.0,0.0,0.0,0.0,0.0,0.0,46339.0,33.0,64395.0,1.0,1.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,183.0,2.0,0.0,0.0,0.0,0.0,0.0,45367.0,33.0,63782.0,1.0,1.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,190.0,2.0,0.0,0.0,0.0,0.0,0.0,44710.0,33.0,63284.0,1.0,1.0
20.0,-81.0,-11.0,30.0,0.0,0.0,-1.0,-1.0,185.0,1.0,0.0,0.0,0.0,0.0,0.0,44492.0,33.0,63168.0,1.0,1.0
20.0,-73.0,-11.0,29.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50269.0,16651.0,97824.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,25.0,-3.0,465.0,11.0,0.0,0.0,0.0,0.0,0.0,32503.0,15461.0,65743.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,34.0,1.0,299.0,5.0,0.0,0.0,1.0,0.0,0.0,35326.0,15461.0,69569.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,1.0,0.0,427.0,10.0,0.0,0.0,0.0,0.0,0.0,32267.0,15461.0,67150.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,14.0,48.0,167.0,90.0,0.0,0.0,0.0,0.0,0.0,7164.0,15582.0,31440.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,0.0,-1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,7658.0,15582.0,31872.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7658.0,15582.0,31872.0,1.0,0.0
20.0,-73.0,-11.0,29.0,0.0,0.0,19.0,0.0,407.0,11.0,0.0,0.0,0.0,0.0,0.0,10434.0,13898.0,33141.0,1.0,1.0
20.0,-73.0,-11.0,29.0,0.0,0.0,-1.0,-1.0,152.0,5.0,0.0,0.0,0.0,0.0,0.0,9321.0,13898.0,31192.0,1.0,1.0
20.0,-73.0,-11.0,29.0,0.0,0.0,-1.0,-1.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,9576.0,13898.0,31466.0,1.0,1.0
13.0,-83.0,-6.0,20.0,1.0,0.0,4.0,-1.0,194.0,2.0,0.0,0.0,0.0,0.0,0.0,10462.0,13898.0,32406.0,1.0,1.0
13.0,-83.0,-6.0,20.0,0.0,0.0,-1.0,-1.0,13.0,2.0,0.0,1.0,5.0,0.0,0.0,42566.0,15582.0,27526.0,1.0,1.0
13.0,-83.0,-6.0,20.0,0.0,33.0,-1.0,-1.0,6.0,2.0,4.0,15.0,9.0,13.0,7.0,55529.0,24331.0,25806.0,0.0,1.0
13.0,-83.0,-6.0,20.0,0.0,7.0,-1.0,-2.0,6.0,3.0,2.0,2.0,12.0,10.0,6.0,90661.0,-1.0,21460.0,1.0,0.0
13.0,-91.0,-4.0,22.0,0.0,-23.0,-1.0,0.0,18.0,4.0,2.0,5.0,23.0,4.0,2.0,175689.0,-1.0,9881.0,1.0,0.0
13.0,-91.0,-4.0,22.0,0.0,28.0,-1.0,0.0,38.0,20.0,11.0,26.0,27.0,28.0,11.0,180058.0,-1.0,9300.0,1.0,0.0
13.0,-91.0,-4.0,22.0,0.0,-3.0,9987.0,-43.0,138.0,47.0,7.0,46.0,26.0,15.0,7.0,423272.0,19158.0,493107.0,1.0,0.0
13.0,-91.0,-4.0,22.0,0.0,-5.0,-1.0,19.0,98.0,12.0,0.0,2.0,0.0,0.0,0.0,358932.0,13898.0,590520.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,358932.0,13898.0,590520.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,5.0,23.0,11.0,0.0,2.0,0.0,0.0,0.0,360679.0,13898.0,595593.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-4.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,385065.0,13898.0,612109.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,383887.0,13898.0,611170.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-23.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,398659.0,13898.0,634814.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409785.0,13898.0,651453.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,1.0,-1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,410543.0,13898.0,628006.0,1.0,0.0
13.0,-83.0,-5.0,30.0,1.0,0.0,33.0,-15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,443934.0,13898.0,673485.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,434756.0,275834.0,641499.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457739.0,13898.0,692419.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458083.0,13898.0,689614.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458083.0,13898.0,689614.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,26.0,-31.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,436469.0,13898.0,658360.0,1.0,0.0
13.0,-91.0,-4.0,22.0,0.0,-5.0,-1.0,19.0,98.0,12.0,0.0,2.0,0.0,0.0,0.0,358932.0,13898.0,590520.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,74.0,3.0,0.0,0.0,2.0,0.0,0.0,358932.0,13898.0,590520.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,5.0,23.0,11.0,0.0,2.0,0.0,0.0,0.0,360679.0,13898.0,595593.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-4.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,385065.0,13898.0,612109.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,383887.0,13898.0,611170.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-23.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,398659.0,13898.0,634814.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409785.0,13898.0,651453.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,1.0,-1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,410543.0,13898.0,628006.0,1.0,0.0
13.0,-83.0,-5.0,30.0,1.0,0.0,33.0,-15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,443934.0,13898.0,673485.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,434756.0,275834.0,641499.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457739.0,13898.0,692419.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458083.0,13898.0,689614.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458083.0,13898.0,689614.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,26.0,-31.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,436469.0,13898.0,658360.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-48.0,63.0,3.0,0.0,1.0,0.0,0.0,0.0,418531.0,13898.0,609379.0,1.0,1.0
13.0,-83.0,-5.0,30.0,1.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,419354.0,13898.0,593479.0,1.0,1.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418328.0,13898.0,592915.0,1.0,1.0
13.0,-83.0,-5.0,30.0,0.0,0.0,40.0,-40.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,375314.0,13898.0,512877.0,1.0,1.0
13.0,-83.0,-5.0,30.0,0.0,0.0,51.0,-16.0,381.0,14.0,0.0,0.0,3.0,0.0,0.0,310411.0,13898.0,429860.0,1.0,1.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-13.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,328623.0,15582.0,456214.0,1.0,1.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,-16.0,399.0,20.0,0.0,0.0,0.0,0.0,0.0,314012.0,15582.0,439571.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,42.0,-12.0,271.0,10.0,0.0,0.0,0.0,0.0,0.0,273631.0,15582.0,388408.0,1.0,0.0
13.0,-83.0,-5.0,30.0,0.0,0.0,-1.0,12.0,69.0,4.0,0.0,0.0,1.0,0.0,0.0,273604.0,15582.0,375535.0,1.0,0.0
13.0,-93.0,-5.0,20.0,0.0,0.0,40.0,-10.0,370.0,11.0,0.0,0.0,0.0,0.0,0.0,242083.0,15582.0,335391.0,1.0,0.0
13.0,-93.0,-5.0,20.0,1.0,0.0,52.0,-10.0,347.0,8.0,0.0,0.0,1.0,0.0,0.0,229969.0,39320.0,313411.0,1.0,0.0
13.0,-93.0,-5.0,20.0,0.0,0.0,-1.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235258.0,15582.0,328708.0,1.0,0.0
13.0,-88.0,-5.0,25.0,0.0,0.0,-1.0,-7.0,23.0,3.0,0.0,2.0,0.0,0.0,0.0,225597.0,15582.0,313282.0,1.0,0.0
