rat,rsrp,rsrq,snr,pci,deltaTcpKernelLossRate,deltaDnsRttAvg,deltaTcpKernelRttAvg,dlRateBps,ulRateBps,retans,totalretrans,unacked,retransmit,lostCount,avgRttVar,minRtt,avgRtt,isVedioDataStall,isVideoFront
13.0,-85.0,-11.0,12.0,0.0,0.0,0.0,-1.0,218.0,14.0,0.0,0.0,0.0,0.0,0.0,174552.0,55.0,247798.0,1.0,1.0
13.0,-85.0,-11.0,12.0,0.0,0.0,77.0,-12.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,164613.0,55.0,235157.0,1.0,0.0
13.0,-85.0,-11.0,12.0,0.0,0.0,-1.0,-1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,163902.0,55.0,233888.0,1.0,0.0
13.0,-85.0,-11.0,12.0,0.0,0.0,38.0,-1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,82169.0,55.0,98719.0,1.0,0.0
13.0,-85.0,-11.0,12.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81315.0,55.0,96727.0,1.0,0.0
13.0,-85.0,-11.0,12.0,0.0,0.0,49.0,-3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,83636.0,55.0,100091.0,1.0,0.0
13.0,-85.0,-11.0,12.0,0.0,0.0,-1.0,-1.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,83327.0,55.0,100126.0,1.0,0.0
13.0,-85.0,-11.0,12.0,1.0,0.0,-1.0,-1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,79638.0,55.0,96717.0,1.0,0.0
20.0,-96.0,-11.0,27.0,0.0,0.0,12.0,-64.0,1048.0,19.0,0.0,0.0,1.0,0.0,0.0,1010832.0,15678.0,904491.0,1.0,0.0
20.0,-96.0,-11.0,27.0,1.0,0.0,0.0,-42.0,795.0,22.0,0.0,0.0,0.0,0.0,0.0,900086.0,15678.0,776153.0,1.0,0.0
20.0,-96.0,-11.0,27.0,1.0,0.0,0.0,-20.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,936206.0,15678.0,816828.0,1.0,0.0
20.0,-96.0,-11.0,27.0,0.0,0.0,-1.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,927969.0,15678.0,808314.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,21.0,-30.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,888942.0,15678.0,777726.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,-1.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743721.0,15678.0,602639.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,743286.0,15678.0,602550.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,-1.0,-25.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,648696.0,15678.0,526660.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,-1.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,602134.0,15678.0,497051.0,1.0,0.0
20.0,-84.0,-11.0,31.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,593782.0,15678.0,492427.0,1.0,0.0
20.0,-91.0,-11.0,27.0,0.0,0.0,-1.0,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,590529.0,15678.0,490569.0,1.0,0.0
20.0,-91.0,-11.0,27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590420.0,15678.0,490384.0,1.0,0.0
20.0,-91.0,-11.0,27.0,0.0,0.0,-1.0,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,588176.0,14688.0,488642.0,1.0,0.0
20.0,-91.0,-11.0,27.0,0.0,0.0,-1.0,-1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,586871.0,14688.0,488563.0,1.0,0.0
20.0,-91.0,-11.0,27.0,1.0,0.0,-1.0,162.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,206845.0,14688.0,163224.0,1.0,0.0
20.0,-91.0,-11.0,27.0,0.0,-6.0,2.0,-3.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,238879.0,14688.0,178731.0,1.0,0.0
20.0,-103.0,-11.0,14.0,1.0,-1.0,0.0,-7.0,0.0,3.0,3.0,7.0,10.0,7.0,8.0,239362.0,17160.0,170961.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,-17.0,-1.0,-35.0,4.0,3.0,0.0,6.0,3.0,0.0,0.0,435461.0,14688.0,350084.0,1.0,1.0
13.0,-93.0,-10.0,30.0,0.0,0.0,244.0,-6.0,153.0,20.0,0.0,3.0,6.0,0.0,0.0,414354.0,16719.0,337115.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,-1.0,-14.0,710.0,31.0,0.0,3.0,2.0,0.0,0.0,206968.0,14688.0,210407.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,-1.0,-2.0,451.0,16.0,0.0,1.0,0.0,0.0,0.0,196373.0,14688.0,206163.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,-1.0,-1.0,205.0,7.0,0.0,0.0,0.0,0.0,0.0,197275.0,14688.0,209984.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,105.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,191709.0,14688.0,206551.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,0.0,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,190119.0,14688.0,204957.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,-1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,190760.0,14688.0,205407.0,1.0,0.0
13.0,-93.0,-10.0,30.0,1.0,0.0,-1.0,-1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,183912.0,14688.0,199806.0,1.0,0.0
13.0,-93.0,-10.0,30.0,0.0,0.0,77.0,-5.0,26.0,6.0,0.0,1.0,0.0,0.0,0.0,177209.0,14688.0,193870.0,1.0,1.0
13.0,-81.0,-6.0,30.0,0.0,0.0,-1.0,-1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,165942.0,14688.0,184357.0,1.0,0.0
13.0,-81.0,-6.0,30.0,0.0,0.0,-1.0,-1.0,67.0,12.0,0.0,4.0,1.0,0.0,0.0,173646.0,14688.0,188327.0,1.0,1.0
13.0,-91.0,-7.0,28.0,0.0,0.0,1.0,0.0,150.0,14.0,0.0,1.0,2.0,0.0,0.0,170196.0,14688.0,186641.0,1.0,0.0
13.0,-91.0,-7.0,28.0,0.0,0.0,-1.0,-25.0,214.0,9.0,0.0,12.0,0.0,0.0,0.0,169565.0,14688.0,211662.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,66659.0,24381.0,68512.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,244.0,8.0,241.0,11.0,0.0,5.0,11.0,0.0,0.0,72979.0,14061.0,101926.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,168.0,8.0,0.0,0.0,0.0,0.0,0.0,74311.0,14061.0,107352.0,1.0,1.0
20.0,-91.0,-11.0,24.0,0.0,0.0,15.0,0.0,164.0,20.0,0.0,0.0,0.0,0.0,0.0,72763.0,14061.0,108654.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,41.0,-3.0,784.0,30.0,0.0,0.0,0.0,0.0,0.0,49617.0,14061.0,86066.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,47108.0,14061.0,81995.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,113.0,4.0,0.0,0.0,0.0,0.0,0.0,46033.0,14061.0,81639.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,46033.0,14061.0,81639.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,5.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,43098.0,14061.0,75839.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,26.0,0.0,169.0,7.0,0.0,0.0,0.0,0.0,0.0,40935.0,14061.0,74849.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,30.0,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,41642.0,14061.0,75570.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,324.0,17.0,0.0,0.0,3.0,0.0,0.0,37171.0,14061.0,59533.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30817.0,14061.0,61236.0,1.0,0.0
20.0,-91.0,-11.0,24.0,0.0,0.0,-1.0,-1.0,163.0,23.0,0.0,0.0,3.0,0.0,0.0,30627.0,14061.0,59879.0,1.0,0.0
13.0,-112.0,-7.0,8.0,1.0,71.0,-1.0,-1.0,28.0,20.0,4.0,12.0,21.0,4.0,5.0,51793.0,14061.0,95250.0,1.0,0.0
13.0,-104.0,-8.0,11.0,1.0,-3.0,3080.0,-1.0,15.0,16.0,2.0,68.0,2.0,3.0,2.0,93024.0,14061.0,100499.0,1.0,0.0
13.0,-97.0,-5.0,18.0,0.0,-33.0,3129.0,-1.0,92.0,4.0,0.0,11.0,3.0,0.0,0.0,98346.0,14061.0,103528.0,1.0,0.0
13.0,-84.0,-5.0,27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,95719.0,14061.0,107885.0,1.0,0.0
13.0,-84.0,-5.0,27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,91831.0,14061.0,107152.0,1.0,0.0
13.0,-84.0,-5.0,27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91831.0,14061.0,107152.0,1.0,0.0
13.0,-84.0,-5.0,27.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,91733.0,14061.0,107182.0,1.0,0.0
13.0,-95.0,-6.0,22.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88277.0,14061.0,107346.0,1.0,0.0
13.0,-126.0,-13.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88277.0,14061.0,107346.0,1.0,0.0
13.0,-115.0,-3.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,88277.0,14061.0,107346.0,1.0,0.0
13.0,-115.0,-3.0,-1.0,0.0,12.0,-1.0,-1.0,0.0,1.0,9.0,47.0,9.0,23.0,9.0,102952.0,14061.0,116231.0,1.0,0.0
13.0,-105.0,-5.0,19.0,0.0,18.0,-1.0,-4.0,0.0,0.0,2.0,9.0,2.0,6.0,2.0,108462.0,14061.0,120740.0,1.0,0.0
13.0,-105.0,-5.0,19.0,0.0,0.0,-1.0,-1.0,0.0,1.0,2.0,1.0,9.0,7.0,2.0,103351.0,14061.0,120949.0,1.0,0.0
13.0,-97.0,-6.0,23.0,0.0,2.0,-1.0,0.0,68.0,4.0,8.0,24.0,9.0,12.0,8.0,135918.0,18299.0,118885.0,1.0,0.0
20.0,-86.0,-11.0,16.0,1.0,-5.0,286.0,-11.0,35.0,4.0,1.0,7.0,2.0,5.0,1.0,118223.0,14061.0,141341.0,1.0,0.0
20.0,-86.0,-11.0,16.0,0.0,0.0,44.0,-14.0,735.0,22.0,0.0,1.0,0.0,0.0,0.0,56406.0,14061.0,81936.0,1.0,0.0
20.0,-86.0,-11.0,16.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56406.0,14061.0,81936.0,1.0,0.0
20.0,-70.0,-11.0,26.0,0.0,0.0,2542.0,-17.0,24.0,5.0,1.0,9.0,16.0,3.0,1.0,391409.0,38.0,570483.0,1.0,0.0
20.0,-70.0,-11.0,26.0,0.0,18.0,3466.0,-8.0,32.0,5.0,8.0,24.0,12.0,20.0,8.0,384808.0,38.0,525793.0,1.0,0.0
20.0,-70.0,-11.0,26.0,0.0,50.0,2526.0,22.0,10.0,3.0,0.0,6.0,7.0,0.0,0.0,440031.0,-1.0,548668.0,1.0,0.0
20.0,-70.0,-11.0,26.0,0.0,-9.0,-1.0,-81.0,16.0,5.0,2.0,5.0,8.0,2.0,2.0,453635.0,38.0,630040.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,0.0,-1.0,-127.0,80.0,7.0,2.0,7.0,7.0,3.0,2.0,485601.0,38.0,736714.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,-14.0,58.0,-1.0,14.0,5.0,3.0,6.0,7.0,5.0,4.0,468151.0,38.0,717548.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,-33.0,-1.0,173.0,10.0,3.0,1.0,4.0,10.0,3.0,1.0,401829.0,38.0,544353.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,1.0,-1.0,-63.0,31.0,18.0,2.0,7.0,19.0,3.0,2.0,396536.0,38.0,607787.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,1.0,15013.0,-46.0,3.0,5.0,1.0,11.0,7.0,0.0,1.0,399713.0,38.0,514106.0,1.0,0.0
13.0,-77.0,-9.0,16.0,1.0,-3.0,10579.0,-24.0,13.0,4.0,0.0,8.0,3.0,0.0,0.0,384875.0,38.0,538320.0,1.0,0.0
13.0,-77.0,-9.0,16.0,0.0,0.0,8677.0,-90.0,22.0,18.0,0.0,4.0,1.0,0.0,0.0,352317.0,38.0,448191.0,1.0,0.0
13.0,-94.0,-7.0,26.0,0.0,-1.0,3777.0,-81.0,23.0,4.0,0.0,8.0,1.0,0.0,0.0,279134.0,38.0,366764.0,1.0,0.0
13.0,-94.0,-7.0,26.0,0.0,0.0,-1.0,41.0,17.0,4.0,0.0,1.0,1.0,0.0,0.0,255936.0,38.0,325096.0,1.0,0.0
13.0,-94.0,-7.0,26.0,0.0,-3.0,-1.0,30.0,12.0,3.0,1.0,2.0,1.0,1.0,1.0,233235.0,38.0,294912.0,1.0,0.0
13.0,-94.0,-7.0,26.0,0.0,0.0,-1.0,-2.0,35.0,5.0,1.0,3.0,1.0,1.0,1.0,244279.0,38.0,299769.0,1.0,0.0
13.0,-94.0,-7.0,26.0,0.0,27.0,-1.0,-20.0,1.0,2.0,4.0,10.0,10.0,8.0,4.0,246040.0,38.0,258665.0,1.0,0.0
13.0,-122.0,-20.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,4.0,4.0,5.0,14.0,10.0,4.0,246039.0,38.0,258665.0,1.0,0.0
13.0,-104.0,-7.0,21.0,1.0,16.0,-1.0,-10.0,2.0,3.0,3.0,5.0,6.0,4.0,5.0,255804.0,38.0,311196.0,1.0,0.0
13.0,-99.0,-6.0,21.0,0.0,-7.0,-1.0,-1.0,26.0,3.0,1.0,3.0,5.0,2.0,1.0,185335.0,38.0,234346.0,1.0,0.0
13.0,-99.0,-6.0,21.0,0.0,20.0,4612.0,-2.0,26.0,28.0,2.0,3.0,2.0,4.0,2.0,168425.0,38.0,231407.0,1.0,0.0
13.0,-99.0,-6.0,21.0,0.0,-12.0,7602.0,-12.0,21.0,8.0,1.0,4.0,2.0,3.0,1.0,135957.0,38.0,194749.0,1.0,0.0
13.0,-85.0,-6.0,30.0,0.0,-19.0,4558.0,-4.0,12.0,3.0,2.0,7.0,11.0,4.0,5.0,129019.0,38.0,184797.0,1.0,0.0
13.0,-85.0,-6.0,30.0,0.0,50.0,5313.0,-1.0,11.0,3.0,1.0,6.0,2.0,3.0,1.0,154805.0,38.0,223611.0,1.0,0.0
13.0,-85.0,-6.0,30.0,0.0,0.0,-1.0,-1.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,153938.0,38.0,218000.0,1.0,0.0
13.0,-85.0,-6.0,30.0,0.0,0.0,-1.0,-3.0,12.0,2.0,1.0,6.0,1.0,3.0,1.0,152651.0,38.0,211170.0,1.0,0.0
13.0,-85.0,-6.0,30.0,0.0,6.0,-1.0,-8.0,18.0,18.0,2.0,4.0,3.0,4.0,2.0,135575.0,38.0,187125.0,1.0,0.0
13.0,-91.0,-11.0,5.0,0.0,1.0,4155.0,-9.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,148339.0,38.0,196949.0,1.0,0.0
13.0,-91.0,-11.0,5.0,1.0,0.0,-1.0,-1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,148339.0,38.0,196949.0,1.0,0.0
13.0,-91.0,-11.0,5.0,0.0,0.0,-1.0,-1.0,26.0,20.0,1.0,2.0,1.0,4.0,1.0,150763.0,38.0,198450.0,1.0,0.0
13.0,-91.0,-11.0,5.0,0.0,0.0,-1.0,-1.0,229.0,3.0,1.0,0.0,1.0,4.0,1.0,148612.0,38.0,196154.0,1.0,0.0
13.0,-91.0,-11.0,5.0,0.0,0.0,-1.0,-1.0,3.0,0.0,1.0,1.0,1.0,4.0,1.0,148671.0,38.0,195779.0,1.0,0.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,-1.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,610563.0,34157.0,798094.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,-1.0,122.0,1.0,0.0,0.0,2.0,0.0,0.0,621747.0,34157.0,807240.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,-58.0,53.0,4.0,0.0,2.0,0.0,0.0,0.0,725168.0,34157.0,923341.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,33.0,4045.0,-56.0,3.0,3.0,1.0,2.0,7.0,1.0,1.0,666133.0,34157.0,866702.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,-171.0,1.0,4.0,1.0,3.0,11.0,3.0,1.0,606972.0,34157.0,694937.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,5.0,-1.0,-1.0,5.0,4.0,2.0,6.0,8.0,2.0,2.0,710962.0,34157.0,865098.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,33.0,-1.0,-1.0,1.0,3.0,0.0,5.0,14.0,0.0,0.0,791497.0,34157.0,826168.0,1.0,1.0
13.0,-82.0,-5.0,19.0,1.0,-9.0,12009.0,-35.0,0.0,2.0,1.0,2.0,15.0,1.0,1.0,723779.0,34157.0,896223.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,16.0,12011.0,-95.0,8.0,3.0,2.0,4.0,13.0,2.0,2.0,881993.0,34157.0,800263.0,1.0,1.0
13.0,-82.0,-5.0,19.0,0.0,200.0,-1.0,-1.0,5.0,3.0,3.0,4.0,16.0,5.0,6.0,811303.0,34157.0,825549.0,0.0,1.0
13.0,-82.0,-5.0,19.0,0.0,-100.0,12011.0,289.0,12.0,5.0,4.0,5.0,12.0,7.0,4.0,1297468.0,40022.0,1115461.0,0.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,162.0,10.0,5.0,3.0,5.0,5.0,8.0,4.0,886123.0,40022.0,626987.0,0.0,1.0
13.0,-82.0,-5.0,19.0,0.0,-25.0,12009.0,9.0,15.0,5.0,1.0,5.0,10.0,4.0,2.0,767995.0,40022.0,645237.0,0.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,12008.0,-1.0,20.0,7.0,2.0,4.0,20.0,2.0,2.0,741446.0,40022.0,592137.0,0.0,1.0
13.0,-82.0,-5.0,19.0,0.0,0.0,-1.0,-1.0,14.0,2.0,2.0,3.0,20.0,3.0,2.0,740168.0,40022.0,589580.0,0.0,1.0
13.0,-93.0,-7.0,25.0,0.0,-33.0,11010.0,-45.0,5.0,1.0,1.0,2.0,18.0,3.0,1.0,681637.0,40022.0,498112.0,0.0,1.0
13.0,-93.0,-7.0,25.0,1.0,14.0,16811.0,-1.0,2.0,3.0,2.0,4.0,17.0,4.0,2.0,717174.0,40022.0,705549.0,0.0,1.0
13.0,-72.0,-8.0,30.0,1.0,-40.0,12008.0,-64.0,3.0,2.0,4.0,5.0,8.0,7.0,4.0,786076.0,40022.0,770470.0,0.0,1.0
13.0,-72.0,-8.0,30.0,0.0,100.0,-1.0,-1.0,6.0,3.0,5.0,5.0,8.0,11.0,5.0,769056.0,40022.0,736433.0,0.0,1.0
13.0,-103.0,-8.0,18.0,1.0,-8.0,10384.0,-15.0,35.0,14.0,0.0,7.0,5.0,0.0,0.0,648707.0,40022.0,689509.0,0.0,1.0
13.0,-98.0,-8.0,6.0,1.0,0.0,154.0,-31.0,390.0,17.0,0.0,0.0,0.0,0.0,0.0,488318.0,40022.0,529589.0,0.0,1.0
13.0,-98.0,-8.0,6.0,0.0,0.0,-1.0,-28.0,63.0,2.0,2.0,2.0,3.0,2.0,2.0,475639.0,40022.0,472323.0,0.0,1.0
13.0,-98.0,-8.0,6.0,0.0,-12.0,1872.0,-34.0,22.0,3.0,0.0,2.0,3.0,0.0,0.0,524453.0,40022.0,540690.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,0.0,542.0,6.0,133.0,2.0,0.0,0.0,1.0,0.0,0.0,495089.0,40022.0,547526.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,-2.0,-1.0,-29.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,479358.0,40022.0,489139.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,-3.0,2520.0,-35.0,63.0,3.0,0.0,1.0,0.0,0.0,0.0,501657.0,40022.0,560906.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,9.0,-1.0,-71.0,80.0,11.0,1.0,5.0,9.0,1.0,6.0,216447.0,40022.0,417881.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,0.0,-1.0,-1.0,3.0,3.0,5.0,9.0,10.0,6.0,5.0,216447.0,40022.0,417881.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,-10.0,5005.0,-1.0,1.0,1.0,3.0,4.0,10.0,3.0,6.0,216447.0,40022.0,417881.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,100.0,6011.0,-51.0,0.0,1.0,2.0,2.0,15.0,3.0,2.0,206179.0,40022.0,366479.0,1.0,1.0
13.0,-85.0,-6.0,29.0,0.0,52.0,-1.0,34.0,0.0,5.0,6.0,9.0,15.0,8.0,11.0,245655.0,40022.0,400687.0,0.0,1.0
13.0,-83.0,-7.0,16.0,1.0,-66.0,-1.0,-8.0,0.0,1.0,14.0,10.0,51.0,33.0,22.0,504028.0,-1.0,391465.0,1.0,0.0
13.0,-83.0,-7.0,16.0,1.0,24.0,6009.0,-45.0,0.0,1.0,28.0,58.0,50.0,91.0,36.0,398954.0,-1.0,301203.0,1.0,0.0
13.0,-116.0,-6.0,10.0,1.0,-31.0,2296.0,-69.0,52.0,15.0,2.0,21.0,15.0,5.0,5.0,977802.0,28361.0,1065026.0,1.0,0.0
13.0,-98.0,-9.0,8.0,0.0,2.0,-1.0,-119.0,7.0,6.0,1.0,0.0,1.0,3.0,1.0,787427.0,28361.0,825981.0,1.0,0.0
13.0,-98.0,-9.0,8.0,0.0,0.0,-1.0,32.0,10.0,0.0,1.0,0.0,1.0,3.0,1.0,674916.0,28361.0,729139.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,5.0,-1.0,-1.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,674916.0,28361.0,729139.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,1.0,642.0,-1.0,31.0,5.0,1.0,11.0,3.0,1.0,1.0,652768.0,28361.0,729034.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,25.0,268.0,-33.0,38.0,3.0,0.0,3.0,7.0,0.0,0.0,552583.0,149439.0,629792.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,0.0,3.0,-5.0,15.0,6.0,0.0,2.0,5.0,0.0,0.0,503051.0,44649.0,609028.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,0.0,35.0,-7.0,700.0,19.0,0.0,1.0,0.0,0.0,0.0,500790.0,28361.0,632302.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,0.0,1761.0,-33.0,70.0,4.0,0.0,3.0,4.0,0.0,0.0,501033.0,28361.0,765956.0,0.0,1.0
13.0,-84.0,-7.0,17.0,0.0,0.0,411.0,25.0,399.0,16.0,0.0,2.0,10.0,0.0,0.0,489905.0,28361.0,740265.0,0.0,1.0
13.0,-84.0,-7.0,17.0,0.0,0.0,-1.0,92.0,403.0,11.0,0.0,1.0,1.0,0.0,0.0,452902.0,28361.0,647730.0,1.0,0.0
13.0,-84.0,-7.0,17.0,0.0,0.0,-1.0,-1.0,2.0,8.0,0.0,2.0,8.0,0.0,0.0,438236.0,28361.0,622480.0,1.0,0.0
13.0,-84.0,-7.0,17.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,457637.0,28361.0,620350.0,1.0,0.0
13.0,-91.0,-11.0,3.0,1.0,0.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457637.0,28361.0,620350.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,18.0,-1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,446801.0,28361.0,603036.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,443299.0,28361.0,592007.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,437561.0,28361.0,588306.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,426103.0,28361.0,586632.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,425630.0,28361.0,579741.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,0.0,54.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,280151.0,28361.0,361564.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,259450.0,28361.0,339523.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,255966.0,28361.0,337831.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,-1.0,-1.0,86.0,3.0,0.0,0.0,2.0,0.0,0.0,244345.0,28361.0,304787.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,0.0,-56.0,72.0,16.0,0.0,0.0,10.0,0.0,0.0,207407.0,25529.0,248386.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,20.0,-7.0,13.0,5.0,0.0,0.0,1.0,0.0,0.0,200151.0,25529.0,240698.0,1.0,0.0
13.0,-84.0,-8.0,15.0,0.0,0.0,51.0,-8.0,662.0,12.0,0.0,0.0,0.0,0.0,0.0,162659.0,25529.0,196528.0,1.0,0.0
